var1,pmean,pvariance,pskewness,pkurtosis,pm,profit,price1,price2,p1,p2,t,corr1
0.0776477946715364,0.969273139420761,0.000310116606610954,-4.54853189074851e-06,3.171608484599e-07,0.04,-4.86817118327653,0.960933991917378,0.938095238095238,1,2,20,0.35375075775915
0.459317911559062,0.872414308962321,0.0121089903211278,-0.000484356298655098,0.000252787426303335,0.04,-27.831680797394,0.740948587979725,0.686596218020022,1,3,1,0.902509548799409
0.281282833661855,0.923818086345332,0.00390072849528162,3.56979611978736e-05,2.90356727851345e-05,0.01,-17.8552164207146,0.824347401805318,0.813435855928774,1,3,2,0.853958250800849
-0,0.987651781021575,0.00665049207167365,0.000554968819931178,0.000164524404999066,0.21,20.0471608905604,1.34547069271758,1.01592039800995,1,3,3,0.454345266307626
0.303723245004593,0.932201258573942,0.00359569202270977,0.000262384676101297,5.04750685877544e-05,0.11,-20.5091094997684,0.832380114386274,0.738514173998045,1,3,4,0.828268692159072
0.24602141306256,0.960654095702083,0.0122306271898461,0.00117094780895135,0.000362718742257667,0.2,-6.41134876360701,0.939417989417989,0.856858846918489,1,3,5,0.432494163612954
0.0448542828897559,1.01796574613729,0.0012112797195392,4.20170325558656e-06,2.66935131512379e-06,0.03,1.23922883287705,1.01171128107075,1.00069492703266,1,3,8,0.739748510372365
0.253518478519017,0.936421630064743,0.00728648409170454,0.000527959185749019,0.000132875263434843,0.11,-11.3112284433138,0.928484256773249,0.824100513992005,1,3,11,0.746070792775602
0.354399683860182,0.86500630638256,0.00660690943878197,0.000106450251941378,6.54628098885208e-05,0.13,-22.0701214968808,0.823236296879098,0.722299168975069,1,3,12,0.948216093677888
0.0762757838790158,1.04687629462459,0.00110511062524887,4.36313654321853e-06,3.81001050635863e-06,0.07,-2.1595578884947,0.935600780596599,1.01148325358852,1,3,14,0.484151914079039
0.391408822563204,0.863040304415028,0.00939743035234334,0.000149838934227016,0.000130995688889157,0.07,-23.1956145649017,0.777081468218442,0.751658767772512,1,3,15,0.939687986165158
0.239395441663762,0.956143623653714,0.00298151660847307,-7.08950002797001e-05,1.73376691393594e-05,0.09,-14.9581062284227,0.923195084485407,0.777078085642317,1,3,16,0.884034841506059
0.26051294905017,0.868928391786631,0.00608020005467943,0.000386000747242295,8.23195742858095e-05,0.11,-13.225443877686,0.987617421007686,0.733455882352941,1,3,18,0.747502093363953
0.0750258673764447,0.987947593252411,0.000547953912383446,1.94289159430815e-06,7.27842535045868e-07,0.02,-3.65224503748979,0.960933991917378,0.96,1,3,20,0.714603804177365
-0,1.02835725249391,0.00173365762219437,1.90014096387e-05,6.38631811666173e-06,0.02,12.2858088255302,1.17056074766355,1.06963788300836,1,3,21,0.690908731296917
0.176803476543746,0.942455055209599,0.00305131261828464,3.28369573586283e-05,1.87961351784691e-05,0.05,-8.5943920740304,0.824347401805318,0.998625051560567,1,4,2,0.471224078385006
0.318153129082116,0.960662428041702,0.00496000694496442,0.000259407786793211,7.99895493100637e-05,0.1,-20.2310501685219,0.832380114386274,0.747164461247637,1,4,4,0.696647748853917
0.351978706353547,0.856260318606018,0.0103294195836039,0.000558093730595158,0.000201048146419117,0.18,-18.480606044811,0.939417989417989,0.68407750631845,1,4,5,0.706530395106678
-0,1.22621818712721,0.00937691670289334,-0.000377167761737395,0.000171914886434575,0.05,32.8799606814308,1.46159217877095,1.17237743806009,1,4,7,0.421303797971981
0.205076228187341,0.914971537200859,0.00452322192028196,0.000232476558908131,4.97394208623312e-05,0.05,-9.44517577576943,0.928484256773249,0.873696242320331,1,4,11,0.865336990359578
0.202395668172269,0.91040898958597,0.0021726478465191,5.90797011461546e-05,9.03387245952506e-06,0.02,-12.5726292544159,0.823236296879098,0.924636259604381,1,4,12,0.837672096397359
0.141051509418961,1.02406014510004,0.00185370273143785,-1.44294629117161e-05,7.1548972459899e-06,0.01,-7.02329151736612,0.935600780596599,0.917372515125324,1,4,14,0.771935806943512
0.407724428724607,0.89921348224973,0.0106048776043183,-0.000191211385116013,0.000152002428401973,0.03,-23.8337424548234,0.777081468218442,0.740859404447795,1,4,15,0.966395906318374
0.0867250564235879,1.00906948850495,0.000963062717241219,8.25360006216354e-06,1.99885461920681e-06,0.04,-3.56798996453458,0.923195084485407,1.00254452926209,1,4,16,0.357468948761297
0.229342502369222,0.88609722268286,0.00547934031578183,0.000231021044422086,5.96661346553008e-05,0.13,-10.7586215779475,0.987617421007686,0.792609940150924,1,4,18,0.75478016382454
0.0561676942796453,1.03461701633553,0.00063232614129881,8.3957671327343e-06,1.56226225226376e-06,0.03,-1.48060471600684,0.964624676445211,0.994420741713161,1,4,19,0.337622422686584
0.115668456815112,0.962638093733942,0.000522602078105703,-7.13786249119653e-06,6.75614847545976e-07,0.02,-7.80662942241707,0.960933991917378,0.880237545364566,1,4,20,0.35990074027215
-0,1.01599621279673,0.00162981102331603,-9.03781014963631e-06,4.99598283119448e-06,0.08,8.96350735734649,1.17056074766355,1.00788288288288,1,4,21,0.666850649463384
0.395674191345502,0.868243251420366,0.00888946001554327,-0.000196171403870122,0.000140209811275002,0.09,-24.0590922243074,0.740948587979725,0.765744878172161,1,5,1,0.888617391660944
-0,1.00753670460652,0.00776657202563846,0.000572133684328961,0.000190971382145942,0.2,24.3726580128912,1.34547069271758,1.09315152443695,1,5,3,0.641606688471846
0.323409569773173,0.93403886735623,0.00407306041621891,0.00021520163292276,5.60898267578547e-05,0.11,-21.8434134802718,0.832380114386274,0.706909430438842,1,5,4,0.759353081367718
0.465268019276148,0.829939775782757,0.0168287824021258,0.00150628282798007,0.000504191839379947,0.28,-25.1888071604236,0.939417989417989,0.54892238529684,1,5,5,0.618438475608923
0.209501902635295,0.92861675559698,0.00620128570669665,-0.000226696251047347,9.68444959952367e-05,0.15,-7.99725702401633,0.806251760067587,1.0251625331086,1,5,6,0.440074507907595
-0,1.22004806396174,0.0146453914976598,-0.000805061871272746,0.000400389435203319,0.18,34.7289923036807,1.46159217877095,1.19425219941349,1,5,7,0.779140651356215
0.114617773044331,1.04358856859968,0.00341747000324321,6.20057834518795e-05,2.14646742341076e-05,0.08,-1.84610593065884,1.01171128107075,0.938735372209657,1,5,8,0.694283300240192
0.147842910934893,0.978735004159712,0.00175872596564615,3.63735164417561e-05,6.9597081960023e-06,0.02,-7.88624098936458,0.910210850509358,0.928002515195976,1,5,9,0.885321379659217
0.23594505695643,0.894027719096313,0.00461166831565468,0.00026834640950139,4.93267488924687e-05,0.02,-12.4244255599059,0.928484256773249,0.814054858600893,1,5,11,0.893492778521789
0.249563423741402,0.934642809589996,0.00320912748689963,2.03944736932461e-05,1.6240400347659e-05,0.05,-15.6383845155003,0.823236296879098,0.859713168187744,1,5,12,0.928115945001793
-0,1.15575110380683,0.00637502535183096,-0.000284206182702349,8.68279950004595e-05,0.09,23.2924937146061,1.141266306077,1.29913492183943,1,5,13,0.653135175977252
0.164859595580267,0.993581766830127,0.00166502351581555,1.27008354872807e-05,7.14287522700681e-06,0.06,-9.77418373181672,0.935600780596599,0.86224608918982,1,5,14,0.804217367077063
0.32947913657058,0.902319073380975,0.00719409671817217,3.62282806223883e-05,6.91169999847289e-05,0.01,-18.9965906789387,0.777081468218442,0.841749018546095,1,5,15,0.967889213418447
0.12957367552119,1.00759672449877,0.00146855514392601,2.03679537120318e-05,6.01043201993518e-06,0.02,-6.65400356403521,0.923195084485407,0.940344106769577,1,5,16,0.5366759792919
0.21923554828546,0.897806138072258,0.00619729852926477,0.000265781215383581,6.53104826504897e-05,0.04,-8.97478636628387,0.987617421007686,0.82497105364724,1,5,18,0.826297956644739
0.0642176531766446,1.05112023919868,0.00150440653714509,1.74478497969117e-05,7.37397930094808e-06,0.03,-0.0419242076749242,0.964624676445211,1.0240710446366,1,5,19,0.568473324136682
0.126546281760787,0.960224723798191,0.000826582745328609,-4.46791046337088e-06,1.12065616206538e-06,0.03,-7.92561608485705,0.960933991917378,0.87813783660429,1,5,20,0.618826383499101
0.468427493469024,0.853725063397735,0.0121373824734221,-0.000421848763296005,0.000272653187320972,0.09,-28.7214315965787,0.740948587979725,0.672763222936233,1,6,1,0.956126831473406
0.219895455224294,0.973000678878188,0.00369622848388467,1.98478781001916e-05,3.27196330113727e-05,0.11,-11.9893921338982,0.824347401805318,0.925735294117647,1,6,2,0.629873007094268
-0,1.02539667696034,0.010247907389093,0.000888896192657405,0.000278830468530757,0.09,24.574066749575,1.34547069271758,1.10634920634921,1,6,3,0.505687770192222
0.446953132108864,0.909917515834567,0.0076015304041016,0.000551489867202069,0.000194419976169621,0.22,-30.3543680447112,0.832380114386274,0.553084648493544,1,6,4,0.826996041072264
0.125962387976814,0.91580496032018,0.00714628122035991,0.000233763807164914,8.87083630850051e-05,0.24,1.30864321435655,0.939417989417989,0.970284237726098,1,6,5,0.61293399090761
0.216337997197175,0.896063392170073,0.00564425630000271,-0.00017818016207993,8.53640913740992e-05,0.12,-9.2762996951538,0.806251760067587,0.981208053691275,1,6,6,0.426852785093145
0.114473319973315,0.982866599196746,0.00245908135551376,-1.07394804007178e-05,9.81146953625027e-06,0.02,-3.29064672419616,1.01171128107075,0.915584415584416,1,6,8,0.70977235211812
0.160155213212893,0.967154031169955,0.00224549000931848,6.88645276228809e-05,1.03283325748612e-05,0.03,-8.22111897348333,0.910210850509358,0.919034090909091,1,6,9,0.841651577867758
0.0645870002898989,0.934146523232792,0.0042901425885639,0.000339289961658138,6.65910023865713e-05,0.3,4.31495635945365,0.928484256773249,0.906666666666667,1,6,11,0.718088475406091
0.229671258311204,0.975851289060726,0.00468064993274844,0.000176099729869342,6.10308171295396e-05,0.16,-11.7138144133822,0.823236296879098,0.894607843137255,1,6,12,0.572389354713152
-0,1.17412571715782,0.00826669582064533,9.38276904145847e-05,0.000172380948103887,0.15,23.370465153499,1.141266306077,1.29041095890411,1,6,13,0.457851409278973
0.155354304021789,0.991341113487936,0.00170246755172831,1.81028898853505e-05,6.60823795777673e-06,0.01,-8.74860497316692,0.935600780596599,0.881104033970276,1,6,14,0.754098170009803
0.411397845771534,0.862945883994225,0.00936752479744288,0.000134618519758894,0.000135725018340376,0.08,-25.2199085108022,0.777081468218442,0.709156626506024,1,6,15,0.945465620690373
0.146038590822872,0.999826088097704,0.00172552686815302,-1.41447596802006e-05,6.64208823693764e-06,0.01,-7.77122567854222,0.923195084485407,0.918505942275042,1,6,16,0.909412857678638
0.07240906862621,0.972692579907888,0.000395153943531882,-2.58737157276354e-07,3.27163497366274e-07,0.04,-3.97118796754351,0.976279650436954,0.933752775721688,1,6,17,0.635326899079215
0.266003534772168,0.860491718509909,0.0088849765941133,0.000621825240128168,0.000154270790191228,0.08,-11.0959378919733,0.987617421007686,0.77328577090765,1,6,18,0.836036252926206
0.129703102479712,0.961969653881766,0.000876227896426048,-1.88119520123562e-06,1.29894876082268e-06,0.02,-8.10135486773687,0.960933991917378,0.87530443253775,1,6,20,0.719198480263197
-0,0.999783964811153,0.0076306783250436,0.000687840705014024,0.000147330512066541,0.26,16.1159435207416,0.987332053742802,1.24317912218268,1,6,24,0.42230034524969
0.36405000906145,0.908050188450939,0.0069764163892363,-0.000271031037538775,8.64150198435341e-05,0.03,-22.6663700810073,0.740948587979725,0.795918367346939,1,7,1,0.948515439600819
-0,1.00137334112918,0.00776173653416711,0.000582957037249415,0.000175840144639429,0.19,22.907018923608,1.34547069271758,1.07251908396947,1,7,3,0.608300933129597
0.213793915810511,0.958677894916971,0.00228417658442316,8.01230741501255e-05,1.61244849099318e-05,0.12,-13.5181327721936,0.832380114386274,0.872340425531915,1,7,4,0.312369063363821
0.183885203311937,0.904698596549449,0.00546178207840475,0.000197009922405476,5.30732363581014e-05,0.18,-6.23241538350442,0.939417989417989,0.871447902571042,1,7,5,0.518772609023831
0.276620032640719,0.881745449571362,0.00374146200471286,0.000109276888028254,3.20410405991688e-05,0.15,-17.6008462552595,0.806251760067587,0.804347826086956,1,7,6,0.432020508105446
0.0591744586376659,0.999941690733516,0.00100757550009469,-1.89405646233351e-05,2.79902808883578e-06,0.07,-0.696297236512152,1.01171128107075,0.964765100671141,1,7,8,0.347252374572881
0.0622680560151637,1.01411946175805,0.00120037678406972,4.39990948385466e-05,5.44911951358979e-06,0.09,-0.527971027160021,0.910210850509358,1.07839721254355,1,7,9,0.332379076130688
0.21640723161194,0.923431011196207,0.00189506127618995,3.06268346202546e-05,6.16046028236533e-06,0.01,-14.480296755661,0.823236296879098,0.885196374622356,1,7,12,0.956022546332106
0.37860942327791,0.893449801891376,0.00822107773670315,-8.97105061270389e-05,9.58521751832212e-05,0.01,-22.9470283357678,0.777081468218442,0.76140350877193,1,7,15,0.990462099592195
0.134268856740269,1.00383210658815,0.00136058787316704,-2.87905939577753e-05,4.90128506078104e-06,0.01,-7.35965433348231,0.923195084485407,0.926267281105991,1,7,16,0.790866059659731
0.0863023037646074,0.942084295712074,0.000802285157844938,-5.33716293784424e-06,1.32956630782966e-06,0.09,-3.97124190563869,0.960933991917378,0.943396226415094,1,7,20,0.480736961260805
-0,1.01231083392817,0.00273294837921908,7.97171371340862e-05,1.73656111883893e-05,0.04,13.3101614105993,1.17056074766355,1.08375,1,7,21,0.682036657539819
0.0990981678240304,1.00021874560304,0.00176120311300475,4.20310374373516e-05,8.00003696923611e-06,0.15,-3.00691047149134,1.10940825883355,0.82909604519774,1,7,23,0.421523455986624
0.0625050863583045,0.942849489050019,0.00288331820418941,0.000162571973281201,2.55472683663751e-05,0.07,2.5817859094272,0.987332053742802,1.0442930153322,1,7,24,0.601529104199592
0.298155207656588,0.926543716606707,0.0051598066701734,-0.000127404562957974,4.50944210956278e-05,0.16,-18.0002420296808,0.740948587979725,0.878475984109787,1,8,1,0.845986893198208
0.178907188632304,0.9660080668011,0.00154757429956272,-1.22321551432326e-05,5.35736010758321e-06,0.1,-11.4199928483938,0.824347401805318,0.940669267090946,1,8,2,0.346550961950429
0.095957458701668,0.952175526955671,0.00362636770718275,-0.000121577776478429,3.15331563320435e-05,0.17,0.309452468236771,0.939417989417989,1.0072868836095,1,8,5,0.383426787585364
-0,1.17829462897092,0.00825914927322526,-0.000301403903381956,0.000126966095097757,0.2,29.8642075469621,1.46159217877095,1.10359216255443,1,8,7,0.472342711312695
0.256117261168637,0.898993294159591,0.0033010126007764,7.51999067874162e-05,1.60942234319037e-05,0.05,-16.1613118222854,0.823236296879098,0.849432304444571,1,8,12,0.919487527093292
0.103210142742422,1.0071620327939,0.00121854388968863,7.18946279554933e-06,2.3612735071122e-06,0.02,-4.57921713025058,0.935600780596599,0.965747330960854,1,8,14,0.555742120325079
0.306928696374481,0.927462035187803,0.00580768786778868,-8.76339240433608e-05,4.92067304586615e-05,0.03,-18.1577382483781,0.777081468218442,0.854313785692355,1,8,15,0.893346659862659
0.285540747980617,0.858431637578537,0.00676196203533205,0.000334858482063429,9.52797182532252e-05,0.2,-15.0282542604623,0.987617421007686,0.699911268855368,1,8,18,0.656733429927353
0.0328701066348476,0.99239667662308,0.000211530701053009,-2.01466684551966e-06,1.26358144036208e-07,0.02,-0.894719912814637,0.960933991917378,1.01310520567892,1,8,20,0.31417982629182
0.0216398020683481,0.966277095303521,0.0066087819277534,0.00062033747295118,0.000152959501663561,0.09,11.207761147296,0.987332053742802,1.22260898392176,1,8,24,0.640663821339783
0.483791839211547,0.889909429440359,0.0163279995772852,-0.00114591369951202,0.000437236326365095,0.08,-27.3610697396215,0.740948587979725,0.682983682983683,1,9,1,0.924322383384003
-0,0.939326000989869,0.00955516065345226,0.00168227991354998,0.000546853671792206,0.2,35.1282840148107,1.34547069271758,1.17426273458445,1,9,3,0.574751301970555
0.284270093181723,0.871798735090066,0.00788732917898245,6.06009254814153e-05,0.000114244686093001,0.03,-13.8189595405697,0.939417989417989,0.748603351955307,1,9,5,0.818537769082803
0.174464824580023,0.91228959487349,0.00352934209873443,-5.82898468438995e-07,2.53754729306902e-05,0.15,-7.67469223691467,0.806251760067587,0.996282527881041,1,9,6,0.776347314906925
0.199683876209597,0.975156794553575,0.00369859775510036,6.26635389753538e-05,2.30771674383676e-05,0.12,-9.96502971191551,0.910210850509358,0.864541832669323,1,9,9,0.781319260068587
0.163515495510856,0.941178374752757,0.00409172007396236,0.000216866105709163,3.9924824471374e-05,0.03,-5.82998766033015,0.928484256773249,0.913978494623656,1,9,11,0.697098587604932
0.295531993103672,0.894487266861161,0.00407708121133241,8.39050827279953e-05,2.70058581365453e-05,0.01,-19.0504756716457,0.823236296879098,0.782352941176471,1,9,12,0.966410312441096
0.247849020721708,0.926149610691709,0.00333096634527871,-3.70368416176081e-05,1.68929632910911e-05,0.17,-15.2917075670103,0.923195084485407,0.75137741046832,1,9,16,0.662287051918874
0.0919681367461005,0.992045647539729,0.00213749362955217,-6.68836732180752e-05,1.00972752163301e-05,0.06,-1.59215595870626,0.976279650436954,0.970615243342516,1,9,17,0.610881086739567
0.323435442676777,0.827256293105212,0.00740733185364262,0.0005495283904162,0.000130649857044088,0.15,-18.1869704558632,0.987617421007686,0.62962962962963,1,9,18,0.658856438582296
0.226719711598545,0.940775980057716,0.00376074840712862,-1.1035222125093e-05,1.68496319119968e-05,0.13,-12.584915972434,0.960933991917378,0.780487804878049,1,9,20,0.572973074162886
0.127306200059223,0.985871298655542,0.00213557154265896,4.27807503359027e-05,1.24112292594543e-05,0.07,-5.12938220672575,1.10940825883355,0.78727634194831,1,9,23,0.552070008555998
0.401682599717946,0.914142852629847,0.0116448742504316,-0.000657888276862397,0.000230393879615712,0.08,-22.4184111549682,0.740948587979725,0.800978792822186,1,10,1,0.935998161772045
0.227979749763195,0.962503275813396,0.00360722212804611,-7.60237382724435e-05,2.97011854718729e-05,0.05,-12.9189587216495,0.824347401805318,0.908350305498982,1,10,2,0.822993765529062
-0,1.09185846598049,0.0132273427785865,0.00249574183954445,0.00099330761846186,0.14,42.7009873193277,1.34547069271758,1.39461883408072,1,10,3,0.682694431510475
0.306648336787563,0.936032548625074,0.00349928585101422,0.00018612203365573,4.3380388808367e-05,0.11,-20.9347412186508,0.832380114386274,0.729166666666667,1,10,4,0.605600599477372
0.240714226297892,0.900285570641389,0.00808216339555323,0.000159799386910049,0.000131688498392919,0.13,-9.28404819422134,0.939417989417989,0.843956043956044,1,10,5,0.798668099668001
0.426990698489343,0.855587323624643,0.00874767533609904,0.000260924893324272,0.000121973176381643,0.15,-27.3149170467373,0.823236296879098,0.627329192546584,1,10,12,0.970416645508707
0.0980916092536926,1.02740163091132,0.00170671427640286,6.84039804913105e-05,1.18794359375545e-05,0.11,-3.01387606119104,0.935600780596599,0.980968858131488,1,10,14,0.545256161863437
0.397366769940866,0.877747164281084,0.00960793682207241,9.03029818783573e-05,0.000128652660157266,0.01,-23.6138079639418,0.777081468218442,0.746902654867257,1,10,15,0.969132073941498
0.0782568055830327,1.03040019060424,0.00114722794624509,1.76383028386998e-05,3.18603338738955e-06,0.06,-2.25443737538734,0.923195084485407,1.02369668246445,1,10,16,0.456217294654278
0.326681797990289,0.842997282108998,0.00984716084457705,0.000752567824371229,0.000190506190336129,0.19,-16.3458265482044,0.987617421007686,0.683195592286501,1,10,18,0.824614455126869
0.0284513164225733,1.05115626896361,0.000885379834122846,-3.22201600840405e-06,2.19634703228879e-06,0.03,2.04918507675376,0.964624676445211,1.06451612903226,1,10,19,0.536672104254689
0.12749835133805,0.965024294403732,0.000889319712630517,-5.17358122474596e-06,1.34233500153138e-06,0.01,-7.84464081848424,0.960933991917378,0.878787878787879,1,10,20,0.643928762528825
0.16942780307432,0.922844753147579,0.00149270131474222,3.35581775580076e-05,6.0707121296918e-06,0.04,-10.5878072382362,0.937749401436552,0.838427947598253,1,10,22,0.393436246027937
0.00820972382055447,1.08916798662665,0.0020508263052969,4.84538600397587e-05,1.1296958750516e-05,0.02,6.62791994216479,1.10940825883355,1.00520833333333,1,10,23,0.444293159358131
0.0322085678768879,0.976723560912572,0.00207433461358285,7.06973984231089e-05,1.24184328935618e-05,0.1,4.27060664436681,0.987332053742802,1.05699481865285,1,10,24,0.306281841261067
0.359037852192289,0.952469063009297,0.0106590019996822,-0.000695991630381843,0.000197962728228951,0.18,-18.921914566256,0.740948587979725,0.847270214236351,1,11,1,0.686137267678695
0.192284997850016,0.975576138660722,0.00253663292199415,-5.63776963084613e-05,1.4505411232324e-05,0.1,-10.9441949876488,0.824347401805318,0.951369023293829,1,11,2,0.678790482598936
-0,1.06510738804515,0.012824682482184,0.000923421302046572,0.000356445556626035,0.13,31.7595913989938,1.34547069271758,1.20025784271594,1,11,3,0.599646191147741
0.269562413723091,0.955814652931456,0.00336626890048372,0.000193265041583725,3.60995903037663e-05,0.1,-17.4128736289867,0.832380114386274,0.803143979992855,1,11,4,0.758528713644226
0.212946744750759,0.907941229310372,0.00766846824763671,0.00018013211207913,0.000103222413120611,0.11,-6.89072568652071,0.939417989417989,0.900265957446808,1,11,5,0.810814036167531
0.0376395588136596,1.02008584523641,0.00111969240155301,-6.58894159492494e-06,2.74065963219799e-06,0.03,1.74002126940613,1.01171128107075,1.01231751824818,1,11,8,0.552248773441341
0.129889098878856,0.991056338602723,0.00193006228178619,5.95474549388437e-05,8.46811805579811e-06,0.01,-5.7626609491325,0.910210850509358,0.972522522522522,1,11,9,0.898059062843826
0.147922068717517,0.977385307700488,0.00152325061605622,3.35466785925257e-06,3.52592712745391e-06,0.11,-8.37253341181804,0.823236296879098,1.00753669178897,1,11,12,0.583347164494821
0.44669240888451,0.835087034402823,0.0113516233882028,0.000514844586497645,0.000216019017397233,0.15,-27.1443128283109,0.777081468218442,0.66386825960607,1,11,15,0.853808651722315
0.202476788040554,0.966287879259623,0.00227518101786503,-3.77141545427545e-05,9.68960844187944e-06,0.03,-12.4019149089545,0.923195084485407,0.826848249027237,1,11,16,0.828183956912266
0.0984996621071175,0.965021066930412,0.000662140101010817,8.07576816811296e-07,1.0090235698591e-06,0.06,-5.61741518800228,0.976279650436954,0.904705882352941,1,11,17,0.651957759904147
0.236974845612825,0.859406437848521,0.00808822431375185,0.00050642911657359,0.000120051625331812,0.11,-8.90456654375581,0.987617421007686,0.805591677503251,1,11,18,0.829488274161187
0.106893152732103,0.973714624001083,0.00107119937656013,5.04177759933832e-06,1.80368488151607e-06,0.02,-5.30584384551295,0.960933991917378,0.927911275415896,1,11,20,0.710958398366765
-0,1.01609438871373,0.00129882429517723,1.34940838873478e-05,3.50769073344548e-06,0.07,9.84860365127743,1.17056074766355,1.02589641434263,1,11,21,0.487700130812138
0.0318120942220773,1.04299201361277,0.00149654023385796,2.26381120484669e-05,5.70398641535067e-06,0.05,3.18193023797954,1.10940825883355,0.944575471698113,1,11,23,0.458442770283481
0.106085854190881,0.948688508045434,0.00234725174452834,8.90740288499507e-05,1.66486162881335e-05,0.04,-2.63952550431608,0.987332053742802,0.936329588014981,1,11,24,0.446273164441228
0.251246900217488,0.940521592531223,0.00281714239212186,-3.21988242910598e-05,1.72723347937953e-05,0.02,-16.3943399953982,0.824347401805318,0.839673913043478,1,12,2,0.794163727378245
0.255740065319526,0.895235516786891,0.00744748871440352,0.000328832139890191,9.45762501977719e-05,0.12,-11.3791115549886,0.939417989417989,0.798816568047337,1,12,5,0.623888710143063
0.139438410231193,0.902739630228675,0.00604476209168381,0.000307898788884784,7.72594698348856e-05,0.14,-1.15542184453457,0.928484256773249,1.00811688311688,1,12,11,0.603916619921011
0.372860769276302,0.859302361182021,0.00617039789738445,0.00016057864010572,5.97535272292568e-05,0.13,-24.3654424074402,0.823236296879098,0.681672025723473,1,12,12,0.9600188277438
0.169342009801957,0.957628467697243,0.00148561931927356,7.40915182473345e-06,4.14678858734934e-06,0.1,-10.5943211512571,0.935600780596599,0.842995169082126,1,12,14,0.748831769210385
0.374777943146166,0.87751906105525,0.00854130298105069,8.60053736421417e-05,9.78607919333874e-05,0.05,-22.2761936193518,0.777081468218442,0.773638968481375,1,12,15,0.958584176450901
0.098966959429181,1.04749848612521,0.00259188999018903,7.05940069198695e-05,1.78934140071366e-05,0.14,-1.52264614805101,0.923195084485407,1.00740740740741,1,12,16,0.585439068465129
0.0501290519875847,0.992460363494268,0.000231157836032671,1.53148616569231e-07,1.29817639865571e-07,0.02,-2.51209019132378,0.976279650436954,0.970479704797048,1,12,17,0.401367839050289
0.198571703714888,0.900243837418953,0.00450419067091329,0.000135262543133598,3.65622624708239e-05,0.12,-8.81802022952266,0.987617421007686,0.828897338403042,1,12,18,0.678577210082254
0.0988350347986814,0.958849376721412,0.000652435044779284,-1.36058435441011e-06,7.81608766017995e-07,0.01,-5.68208542803725,0.960933991917378,0.921052631578947,1,12,20,0.709866815132167
0.350193502230823,0.936001920851879,0.0102123852936896,-0.000470599744929908,0.0001792511049564,0.11,-18.3970603140348,0.740948587979725,0.871581862236068,1,13,1,0.936289198602235
0.25397295023156,0.930051470971484,0.0040706586709814,4.06629129005222e-05,2.91581349469734e-05,0.02,-14.9028470047367,0.824347401805318,0.871621621621622,1,13,2,0.860636118590934
-0,1.03122092920953,0.00726654581534581,0.000550126053636107,0.000171872843626788,0.17,21.9054624964604,1.34547069271758,1.06911496350365,1,13,3,0.625214636277327
0.259387410983331,0.976337347426897,0.00340362319976839,0.000188261710220374,3.74160539815418e-05,0.1,-16.3425697428702,0.832380114386274,0.823994867408041,1,13,4,0.826109053596445
